"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Births
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2009"	"2009"	"December"	"12"	"Female"	"F"	361
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2009"	"2009"	"December"	"12"	"Male"	"M"	379
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2009"	"2009"	"December"	"12"			740
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2009"	"2009"					9001
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"January"	"1"	"Female"	"F"	320
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"January"	"1"	"Male"	"M"	335
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"January"	"1"			655
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"February"	"2"	"Female"	"F"	332
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"February"	"2"	"Male"	"M"	391
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"February"	"2"			723
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"March"	"3"	"Female"	"F"	368
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"March"	"3"	"Male"	"M"	382
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"March"	"3"			750
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"April"	"4"	"Female"	"F"	364
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"April"	"4"	"Male"	"M"	403
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"April"	"4"			767
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"May"	"5"	"Female"	"F"	375
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"May"	"5"	"Male"	"M"	403
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"May"	"5"			778
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"June"	"6"	"Female"	"F"	415
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"June"	"6"	"Male"	"M"	394
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"June"	"6"			809
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"July"	"7"	"Female"	"F"	396
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"July"	"7"	"Male"	"M"	385
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"July"	"7"			781
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"August"	"8"	"Female"	"F"	430
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"August"	"8"	"Male"	"M"	418
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"August"	"8"			848
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"September"	"9"	"Female"	"F"	384
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"September"	"9"	"Male"	"M"	389
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"September"	"9"			773
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"October"	"10"	"Female"	"F"	349
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"October"	"10"	"Male"	"M"	384
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"October"	"10"			733
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"November"	"11"	"Female"	"F"	353
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"November"	"11"	"Male"	"M"	407
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"November"	"11"			760
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"December"	"12"	"Female"	"F"	379
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"December"	"12"	"Male"	"M"	348
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"	"December"	"12"			727
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2010"	"2010"					9104
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"January"	"1"	"Female"	"F"	340
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"January"	"1"	"Male"	"M"	364
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"January"	"1"			704
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"February"	"2"	"Female"	"F"	352
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"February"	"2"	"Male"	"M"	363
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"February"	"2"			715
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"March"	"3"	"Female"	"F"	382
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"March"	"3"	"Male"	"M"	395
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"March"	"3"			777
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"April"	"4"	"Female"	"F"	404
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"April"	"4"	"Male"	"M"	377
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"April"	"4"			781
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"May"	"5"	"Female"	"F"	401
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"May"	"5"	"Male"	"M"	430
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"May"	"5"			831
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"June"	"6"	"Female"	"F"	380
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"June"	"6"	"Male"	"M"	405
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"June"	"6"			785
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"July"	"7"	"Female"	"F"	407
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"July"	"7"	"Male"	"M"	432
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"July"	"7"			839
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"August"	"8"	"Female"	"F"	426
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"August"	"8"	"Male"	"M"	454
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"August"	"8"			880
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"September"	"9"	"Female"	"F"	414
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"September"	"9"	"Male"	"M"	425
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"September"	"9"			839
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"October"	"10"	"Female"	"F"	385
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"October"	"10"	"Male"	"M"	413
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"October"	"10"			798
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"November"	"11"	"Female"	"F"	354
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"November"	"11"	"Male"	"M"	405
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"November"	"11"			759
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"December"	"12"	"Female"	"F"	394
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"December"	"12"	"Male"	"M"	425
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"	"December"	"12"			819
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2011"	"2011"					9527
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"January"	"1"	"Female"	"F"	381
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"January"	"1"	"Male"	"M"	392
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"January"	"1"			773
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"February"	"2"	"Female"	"F"	368
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"February"	"2"	"Male"	"M"	363
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"February"	"2"			731
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"March"	"3"	"Female"	"F"	446
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"March"	"3"	"Male"	"M"	441
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"March"	"3"			887
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"April"	"4"	"Female"	"F"	392
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"April"	"4"	"Male"	"M"	408
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"April"	"4"			800
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"May"	"5"	"Female"	"F"	397
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"May"	"5"	"Male"	"M"	491
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"May"	"5"			888
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"June"	"6"	"Female"	"F"	429
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"June"	"6"	"Male"	"M"	445
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"June"	"6"			874
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"July"	"7"	"Female"	"F"	475
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"July"	"7"	"Male"	"M"	484
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"July"	"7"			959
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"August"	"8"	"Female"	"F"	434
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"August"	"8"	"Male"	"M"	435
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"August"	"8"			869
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"September"	"9"	"Female"	"F"	421
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"September"	"9"	"Male"	"M"	450
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"September"	"9"			871
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"October"	"10"	"Female"	"F"	421
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"October"	"10"	"Male"	"M"	424
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"October"	"10"			845
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"November"	"11"	"Female"	"F"	388
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"November"	"11"	"Male"	"M"	429
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"November"	"11"			817
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"December"	"12"	"Female"	"F"	371
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"December"	"12"	"Male"	"M"	421
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"	"December"	"12"			792
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2012"	"2012"					10106
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"January"	"1"	"Female"	"F"	451
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"January"	"1"	"Male"	"M"	397
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"January"	"1"			848
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"February"	"2"	"Female"	"F"	385
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"February"	"2"	"Male"	"M"	391
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"February"	"2"			776
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"March"	"3"	"Female"	"F"	416
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"March"	"3"	"Male"	"M"	445
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"March"	"3"			861
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"April"	"4"	"Female"	"F"	445
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"April"	"4"	"Male"	"M"	422
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"April"	"4"			867
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"May"	"5"	"Female"	"F"	444
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"May"	"5"	"Male"	"M"	450
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"May"	"5"			894
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"June"	"6"	"Female"	"F"	388
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"June"	"6"	"Male"	"M"	479
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"June"	"6"			867
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"July"	"7"	"Female"	"F"	507
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"July"	"7"	"Male"	"M"	482
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"July"	"7"			989
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"August"	"8"	"Female"	"F"	462
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"August"	"8"	"Male"	"M"	463
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"August"	"8"			925
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"September"	"9"	"Female"	"F"	476
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"September"	"9"	"Male"	"M"	457
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"September"	"9"			933
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"October"	"10"	"Female"	"F"	438
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"October"	"10"	"Male"	"M"	474
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"October"	"10"			912
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"November"	"11"	"Female"	"F"	388
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"November"	"11"	"Male"	"M"	447
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"November"	"11"			835
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"December"	"12"	"Female"	"F"	458
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"December"	"12"	"Male"	"M"	434
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"December"	"12"			892
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"					10599
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"January"	"1"	"Female"	"F"	477
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"January"	"1"	"Male"	"M"	457
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"January"	"1"			934
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"February"	"2"	"Female"	"F"	404
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"February"	"2"	"Male"	"M"	437
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"February"	"2"			841
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"March"	"3"	"Female"	"F"	445
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"March"	"3"	"Male"	"M"	440
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"March"	"3"			885
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"April"	"4"	"Female"	"F"	472
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"April"	"4"	"Male"	"M"	501
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"April"	"4"			973
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"May"	"5"	"Female"	"F"	439
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"May"	"5"	"Male"	"M"	547
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"May"	"5"			986
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"June"	"6"	"Female"	"F"	432
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"June"	"6"	"Male"	"M"	443
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"June"	"6"			875
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"July"	"7"	"Female"	"F"	530
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"July"	"7"	"Male"	"M"	538
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"July"	"7"			1068
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"August"	"8"	"Female"	"F"	529
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"August"	"8"	"Male"	"M"	462
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"August"	"8"			991
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"September"	"9"	"Female"	"F"	506
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"September"	"9"	"Male"	"M"	507
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"September"	"9"			1013
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"October"	"10"	"Female"	"F"	463
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"October"	"10"	"Male"	"M"	467
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"October"	"10"			930
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"November"	"11"	"Female"	"F"	442
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"November"	"11"	"Male"	"M"	459
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"November"	"11"			901
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"December"	"12"	"Female"	"F"	491
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"December"	"12"	"Male"	"M"	471
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"December"	"12"			962
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"					11359
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"January"	"1"	"Female"	"F"	447
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"January"	"1"	"Male"	"M"	448
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"January"	"1"			895
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"February"	"2"	"Female"	"F"	410
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"February"	"2"	"Male"	"M"	405
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"February"	"2"			815
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"March"	"3"	"Female"	"F"	409
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"March"	"3"	"Male"	"M"	494
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"March"	"3"			903
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"April"	"4"	"Female"	"F"	478
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"April"	"4"	"Male"	"M"	496
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"April"	"4"			974
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"May"	"5"	"Female"	"F"	500
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"May"	"5"	"Male"	"M"	504
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"May"	"5"			1004
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"June"	"6"	"Female"	"F"	478
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"June"	"6"	"Male"	"M"	474
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"June"	"6"			952
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"July"	"7"	"Female"	"F"	493
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"July"	"7"	"Male"	"M"	500
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"July"	"7"			993
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"August"	"8"	"Female"	"F"	476
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"August"	"8"	"Male"	"M"	531
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"August"	"8"			1007
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"September"	"9"	"Female"	"F"	455
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"September"	"9"	"Male"	"M"	479
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"September"	"9"			934
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"October"	"10"	"Female"	"F"	468
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"October"	"10"	"Male"	"M"	498
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"October"	"10"			966
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"November"	"11"	"Female"	"F"	427
